                    id   redshift       galex.NUV  galex.NUV_err          cfht.megacam.u      cfht.megacam.u_err        subaru.suprime.B    subaru.suprime.B_err        subaru.suprime.V    subaru.suprime.V_err        subaru.suprime.r    subaru.suprime.r_err        subaru.suprime.i    subaru.suprime.i_err        subaru.suprime.z    subaru.suprime.z_err           subaru.hsc.y        subaru.hsc.y_err             UKIRT_WFCJ          UKIRT_WFCJ_err          cfht.wircam.H       cfht.wircam.H_err                WFCAM_K             WFCAM_K_err         IRAC1      IRAC1_err         IRAC2      IRAC2_err           IRAC3      IRAC3_err          IRAC4     IRAC4_err  spitzer.mips.24  spitzer.mips.24_err    herschel.pacs.100  herschel.pacs.100_err   herschel.pacs.160  herschel.pacs.160_err  herschel.spire.PSW  herschel.spire.PSW_err  herschel.spire.PMW  herschel.spire.PMW_err  herschel.spire.PLW  herschel.spire.PLW_err 
 FMOS_J095957.0+020921  1.4050634             nan            nan    0.002404941373162312  0.00024376131038671552   0.0027366786316769913    0.000285582002313488   0.0029917435287777653   0.0003143550342537126   0.0033531470381819427   0.0003466655704604929    0.004465332203431055  0.00045460122850945946     0.00651903202680971   0.0006597475045458514    0.00782886570787701   0.0008283001226100556    0.01062170211326522   0.0010817701134420096   0.013761393757012604   0.0014062051981026558   0.015317351154975116    0.001591241054496012   0.019879874   0.0019970727   0.020046478   0.0020115413     0.016924407   0.0025631376     0.01973273  0.0061631356       0.15853749          0.016332569    8.085203357040882      1.576948107672904  32.401859760284424      5.409804496211492           6.7996078               1.7548941           2.7878625               1.9064429           1.4974705               1.5049392 
 FMOS_J095927.4+020928  1.5247082   6.1454266e-05  5.4345757e-05   0.0014979420590685516  0.00015517412064004415   0.0015012052142576876   0.0001592225372116878   0.0015270770380820227  0.00016505450080062084   0.0016113364482842271  0.00017191285819964094   0.0017776516148776133   0.0001859261654417784   0.0021198567990780974   0.0002250937425814304   0.003185670828151614   0.0004637704106185275   0.004182239416380265  0.00043566147761775557   0.005270776332967914   0.0005599436784670494   0.005221490481149198   0.0005533902706626779   0.006677864   0.0006793213   0.007222521   0.0007338824             0.0    0.002011283  0.00082075165  0.0034436013       0.03127576          0.005953391   1.1046973522752523      1.107670285098275   16.81208238005638      6.694812225848206                 nan                     nan                 nan                     nan                 nan                     nan 
 FMOS_J095941.3+021443  1.6467137             nan            nan  0.00015503459816558338    3.94949347760174e-05   0.0002011981259987572   3.153834192173555e-05   0.0002496106815204099   4.262301733123855e-05  0.00033778898771939824   4.672454883663795e-05   0.0007502011887192987   8.779748159130324e-05   0.0010073381566577378  0.00011946990325290279  0.0015642458212884154   0.0002909808930002792  0.0026400184574446174   0.0003135473331584458   0.004972546665273438    0.000555135961557572  0.0056001099690837575   0.0006655772142951344    0.01097861    0.001103117   0.016460216   0.0016500397     0.013530556    0.003043398    0.012018511   0.004111031         0.251047          0.025765825   1.3767336495220661      1.716488596420594   3.745537484064698      4.869714645304749           29.124666               3.1159265           23.249277                2.784218           16.117369               16.197754 
 FMOS_J095916.0+021458  1.6851939             nan            nan   0.0008803109060962261   9.695147290647135e-05   0.0010488485173273843  0.00011388547041706814   0.0011987260754491415  0.00013222891119162096   0.0014149743246518946  0.00015486521621164417    0.001653877232412394   0.0001766517708717704    0.002029450161464605  0.00021604184281697527   0.002578693796462398   0.0003572087659183041   0.003918706896793222   0.0004106720910701474   0.005025428918090375   0.0005348918892365185  0.0049192184687471005   0.0005161794594910531  0.0069772433   0.0007059387   0.008194139   0.0008259311    0.0090849595    0.002900767            0.0  0.0023809434      0.081855856          0.009080848    8.300510235130787     1.3896613833097087  10.499917902052402      5.516997977578347                 nan                     nan                 nan                     nan                 nan                     nan 
 FMOS_J100046.2+021906  1.5988029   8.9452304e-05   6.265135e-05   0.0007000714943131493   7.485904296830407e-05   0.0008562435548028162   9.419984818772742e-05    0.000950829770043047  0.00010769657955531634   0.0010552640361686098  0.00011521335526253476   0.0013662722912567813  0.00014593076040764972   0.0018469874171907574  0.00020010113485714214  0.0026272458144976645  0.00034780797990143365   0.004480865579463711   0.0004665433777946098   0.006118140733739184   0.0006421153695493998   0.006814481572587236   0.0007015351160788661   0.008950085  0.00089625485   0.010457645   0.0010469636     0.013819088    0.003433848   0.0024241786   0.003155078      0.073765606          0.009191758   2.2910383995622396     0.9558558493127497   8.538919501006603      2.535726833341861                 nan                     nan                 nan                     nan                 nan                     nan 
 FMOS_J100036.3+022118  1.6552348             nan            nan   0.0014387755168151332  0.00014733625452881865   0.0015559487313907203  0.00016414771717492802   0.0015963886638426324  0.00017179435326652906   0.0016686569822524538   0.0001766734048583676   0.0020460881058102943   0.0002126625674993246   0.0023485162329402215   0.0002475105840050565   0.002971926101640673  0.00039492194052178514   0.004726748618523319    0.000490415903357004   0.005921572614763147   0.0006238891867060748   0.004803349135349312   0.0005092237654481741   0.007436145  0.00074505527   0.009278639  0.00092885084    0.0024893312   0.0033195366            0.0   0.003058566       0.11479451          0.012602585     5.14615885913372     0.9271652562406149   4.237226210534573     1.9690411308568811           2.5097423               1.1613553           1.2166165               1.4246416            2.523182               2.5357664 
 FMOS_J095916.4+022902  1.4713751   5.7047648e-05  6.6628316e-05   0.0008680424597655492  0.00010266000045307853   0.0010204363296358134  0.00011195181753581204   0.0010506590520373352  0.00012182076070189761   0.0013943073487429562  0.00014958137488543487    0.002079321824279503  0.00021940829239133208   0.0033466775652075363   0.0003445617950867891    0.00436220842054789   0.0005155583457886925  0.0064874963215388656   0.0006633990351405263     0.0101166167499202    0.001032772901827907   0.010587849342660119   0.0010739334764725288    0.01588772   0.0015946707   0.018047906   0.0018119806     0.007581376   0.0046902355    0.009937018   0.004444541       0.13128433          0.013715704    8.339195512235165      1.792781053811856   3.033681074157357      3.996021829979654            5.065864               1.0912375           2.8208282               1.2468239           3.1115227               3.1270416 
 FMOS_J100040.6+022428  1.5867993   1.5042426e-05  7.7039644e-05   0.0012092008751726712  0.00012617515589866569   0.0014294286073919104  0.00015105892775321407   0.0016509618051075302   0.0001767329892871742   0.0017782890106394496   0.0001870052256179334    0.002310195433290252  0.00023783985271675007    0.002922497151705926   0.0002993685165540186   0.004161380069870954   0.0004841750592406137   0.005702489043720176   0.0005858540633676204   0.007188525705989352   0.0007470594867863158   0.007470969897848637   0.0007670838943658222   0.009996331   0.0010005636   0.011322564   0.0011331431     0.007638067   0.0033565508            0.0   0.003523541      0.056268375          0.008853132   0.3605337406042963     0.5116899066809817   1.553557813167572       1.55525295708297                 nan                     nan                 nan                     nan                 nan                     nan 
 FMOS_J100029.8+022651  1.5991205   1.1502731e-05   7.491307e-05   0.0006875263382723063    8.13931531804281e-05   0.0008586193631367287   9.550558895260342e-05   0.0010566462536813368  0.00011931133408359774   0.0013280948560348887   0.0001431976600743927   0.0021504713504022937  0.00022305738129468948    0.003127086734049774   0.0003200681891646623    0.00495361181374689   0.0006195029640564876   0.009881625342398127    0.000998141895175895    0.01637518120429085   0.0016512440442326495   0.020063780138804672    0.002014714862486692   0.034344904   0.0034397475   0.043052316    0.004307478     0.033905502    0.004160784    0.021155085   0.003996747       0.17475617          0.018149838    3.562253899872303     2.0486680313650325   9.670441970229149      3.981433243516994           12.621776               3.3929358           3.8683088               2.5587857           4.2619233               4.2831798 
 FMOS_J095953.4+022925  1.4554616             nan            nan   0.0003032829873142137   5.404887423182469e-05   0.0004509808848757849   5.557309826615442e-05   0.0005852520576458318   7.340590510231271e-05   0.0008618762744746263   9.758747446489833e-05   0.0016734730491142946  0.00017614747477782606   0.0029522415400384883  0.00030322870660437506   0.005080451156550696   0.0005724755141770524   0.010184519949933453    0.001035317362155735   0.015959756350888376   0.0016196089938880435    0.02118968384431045    0.002158011120616502   0.034362502   0.0034402409    0.03868761   0.0038715447      0.03656829     0.00479824     0.05165066   0.006180402       0.16848598           0.02045246   0.8567307377234101     1.1425153478901957   1.535966177470982     2.3331824478355547           3.3425152               3.4287639           2.2785473                2.880865           2.7070398               2.7205412 
 FMOS_J095913.0+023018  1.5831096   1.2648197e-05  5.7630008e-05  0.00046885377417429567   6.683958112307314e-05   0.0005671900158079268   6.642702042504065e-05   0.0006522290781999748   8.090599606596388e-05   0.0007716082249095172   9.083530745802788e-05   0.0011048370068003045  0.00012392097516529885   0.0014354287443715701   0.0001615425288683558  0.0022807818922232965  0.00034190354448470614   0.003128479896486885   0.0003382542135695415   0.003926988602095977  0.00043789197076517515    0.00399748219680436   0.0004324634671848862  0.0057252506   0.0005765741  0.0059622023   0.0006019129    0.0031780857   0.0032031205            0.0  0.0036076945      0.032657836          0.005151105   1.9459824543446302     0.9478126534881091   5.571759771555662     3.5270825844148552                 nan                     nan                 nan                     nan                 nan                     nan 
 FMOS_J095940.8+023412  1.4303674   9.0685666e-05   6.560345e-05    0.001485755407839107  0.00015681779580481087    0.001651075458308187   0.0001737867986025077   0.0018943790144280142  0.00020163141309700538   0.0026609699807588994   0.0002755613247369377    0.003985735353193346   0.0004054876517072915   0.0066752037569718335    0.000671811327815855   0.009269587548259557   0.0009646816109143436   0.013708698942420995   0.0013868881995574274   0.021666476944014898    0.002186489518397064    0.02548571294914719   0.0025818727589041472   0.039562937   0.0039641513   0.045215294   0.0045330487     0.034106884    0.005019776    0.029993817  0.0052924864       0.21998829          0.022287725     3.40150180272758     1.3265621009318593   4.725073464214802      4.559919485893661           20.835817                2.396655            16.14981                2.424892           11.481597               11.538862 
 FMOS_J100041.6+022938  1.5070494             nan            nan   0.0009476173243403061  0.00010283780073476715   0.0012610639054629058   0.0001349567340147188   0.0012621657898904976  0.00013897167288369909   0.0016953067401973664  0.00018029199682549206    0.002562256087162465    0.000264027382912884    0.003941793053445032   0.0004001898901463775   0.005741967706387728   0.0006270545122697277   0.007905206959203543   0.0008018242744295175   0.012674312574203931    0.001283308101799087   0.014254727947900253   0.0014359401086960263   0.021954937   0.0021969392   0.025414277   0.0025425244     0.016747564   0.0032786515    0.016565643  0.0049613537       0.16929291          0.017869592   5.3244405426084995      1.234458630402081   3.448928939178586     2.0747796766177506                 nan                     nan                 nan                     nan                 nan                     nan 
 FMOS_J100046.8+023141  1.6360017             nan            nan   0.0013150952364562442  0.00013717694419225265    0.001524811950001958   0.0001608453650926798   0.0017840562854119961  0.00019007976200767807   0.0018400485999487855  0.00019276306397142783   0.0023398862635829994  0.00024168801796116982    0.002969735729359813  0.00030610030242803434   0.004063133521491398  0.00047872798576273053   0.005893922103934124    0.000602333180382552   0.007806615667185147   0.0008023538831824229   0.007070418089476342   0.0007246204275559754   0.009100612   0.0009124391   0.010522967   0.0010553421  -6.9383124e-05    0.003382825            0.0  0.0038345875      0.058330853         0.0073801493   2.3575271479785442     0.8393317591246918  2.7834074571728706     1.4060902680992025                 nan                     nan                 nan                     nan                 nan                     nan 
 FMOS_J100020.7+023242  1.5725447             nan            nan    0.000461794170700186  6.0406580065114476e-05   0.0005527930217797789   6.498105551443569e-05   0.0006313618776307581   7.753631663857388e-05   0.0008540315778792131   9.603403752528925e-05   0.0014227497034643667   0.0001511521353981785   0.0020662219318633135  0.00021981327753599925   0.003001373693203694  0.00038216711507456017   0.005180262926085986   0.0005327528630229253   0.008443487931963714   0.0008643086023406301   0.009401989948398306    0.000953505871325463    0.01530541   0.0015331374   0.019118775   0.0019144005     0.013937548   0.0022150273    0.011639443  0.0025921525      0.105657265          0.012095843   2.0642075687646866      1.084180226331567   6.091933231800795      2.806344741498966           4.9313965               1.0914115            6.034982               1.3587421           1.7210565               1.7296404 
 FMOS_J095918.3+021045  1.5262237             nan            nan    0.000982394404485179  0.00010707445505871159   0.0010783748995481228  0.00011717884505036964    0.001212542881660214  0.00013441012820069364    0.001281668102853553  0.00013794766927728125   0.0014448574187809187  0.00015538291829719208   0.0018672454739413384   0.0002003555361795625  0.0028362556886727406  0.00037724450352743247  0.0035149983737721305   0.0003757398207258067   0.003522878222715176   0.0004046574271809055  0.0031237484216439294   0.0003551975570004224  0.0039976104  0.00041396444   0.004296703  0.00044776034             0.0   0.0026388012            0.0  0.0027715513       0.01839009         0.0049003237   5.1746065728366375     1.7624810359090213   2.402043901383877     2.8829081710228905                 nan                     nan                 nan                     nan                 nan                     nan 
 FMOS_J095921.1+021141  1.5261774             nan            nan   0.0013563526974685342  0.00014158172299699617   0.0014744047929486827    0.000155722450680429   0.0015476230542033453  0.00016605824172043104   0.0016751239111641582  0.00017619525300477816   0.0019773588572717217  0.00020549545573739906    0.002557466290270275   0.0002642817545004581    0.00394673981041546  0.00045901243563846797  0.0048933997753190855    0.000506277902095239   0.005440053022773205   0.0005771223779574698   0.005742499522873156   0.0005981756780449644  0.0065946714   0.0006647946  0.0066977055  0.00067766645   0.00045437488   0.0028181016            0.0   0.003264254      0.028324218          0.006307905    0.226083880988881     0.3485655831901608  3.9725354872643948      4.727122530999961                 nan                     nan                 nan                     nan                 nan                     nan 
 FMOS_J095901.2+021739  1.5275877    8.258737e-05  7.8787714e-05   0.0020400944690045298    0.000208767296288296    0.002547435123497422   0.0002635766347758617    0.002598371826725963  0.00027198477664998013   0.0029905048320636235   0.0003079720026209816   0.0036430807526518128   0.0003721253143731513   0.0043422376325707186  0.00044231595654519877    0.00601780224360159   0.0006729509224149572   0.007107619737314877   0.0007248409849441727   0.008769911052126544   0.0009029968484320966   0.008942082386909658   0.0009134066839949893   0.012163793   0.0012225496   0.012985475   0.0013051701     0.005210504   0.0026507333            0.0  0.0036038137      0.055515144          0.007726714   1.5676893526688218     1.2713127779436724   1.764207030646503     2.6919451587751446                 nan                     nan                 nan                     nan                 nan                     nan 
 FMOS_J095942.0+021457  1.6584054   0.00010353063    7.53549e-05   0.0006069584106496403   7.241968333041633e-05    0.000849560916706912   9.436183050742122e-05   0.0009244774099636526  0.00010642642677025935   0.0011961109634686107  0.00012933341254338308     0.00191324524847111    0.000199818773826883    0.002298269525189122  0.00024046054879649017  0.0034812454116374017   0.0004326628043958741   0.006315912454333513     0.00065811054322003   0.009954101049962551   0.0010317046694902385   0.011365055371154776   0.0012018215585455473   0.016708473   0.0016729153   0.020272395    0.002029709     0.021175392     0.00414605   0.0062622502  0.0037264538       0.16808754           0.01739411   0.9542091866023839     1.0850502276312737   3.056933172047138      4.186384418271375            8.015997               1.4089104           3.9178452               1.8911915           5.7636957                5.792443 
 FMOS_J095955.5+021512  1.4449167    0.0001016188   7.016668e-05   0.0011451022162525532  0.00011926697443655703   0.0014596625652004889  0.00015494971514790353   0.0017537216175635007   0.0001875421537282458   0.0021045490381282088  0.00021986082060483042    0.003178699954706288   0.0003246898874358363   0.0050292121785784835    0.000509455568737873   0.006965315468836914   0.0007414877965773571   0.009954350411559993   0.0010111670908863472    0.01621796718676473   0.0016426408299567504   0.019951715216789297   0.0020299799223060027   0.037522394   0.0037574929   0.044636365   0.0044657434     0.035521623    0.005711723    0.021038318   0.004355227       0.12125972          0.014275119    27.71468088030815      3.550513927838314   8.697944693267345     10.721659524648743           45.970787               4.7139683           32.592083               3.5014224           16.143253               16.223768 
 FMOS_J095948.5+022529  1.5335674   0.00041967453   7.146905e-05   0.0020148768897282694   0.0002079743784336564    0.002156540067567395  0.00022454713307041037    0.002269811338856101  0.00023931028191134028   0.0024804486741263933   0.0002572901056694192    0.002925627170895424   0.0002998306586832032   0.0038059418181846656  0.00038715952346786144   0.005491954814953073   0.0006160884278117695   0.006549530410615429   0.0006830346294136073   0.007099710265876093   0.0007618959113032577   0.007608598837862442   0.0008618826793280414  0.0086773755  0.00087162375   0.009593572   0.0009695479    0.0016702719   0.0030249876            0.0  0.0025450734       0.03345289         0.0052563506   0.5315124290063977     0.6926993537133129  3.4680403769016266      4.482022780014115                 nan                     nan                 nan                     nan                 nan                     nan 
 FMOS_J095934.0+022055  1.5242097             nan            nan   0.0009236345961263303  0.00010306608791267926    0.001194361056665704  0.00012857516863855895   0.0012689025489246945  0.00013965649191610948   0.0017391759903969246   0.0001830957913461608    0.002475488937478451  0.00025512226532641447   0.0033058143288069008  0.00033780201814983277   0.005159142465697581   0.0005755152706105655   0.007623462050277602   0.0007842059365148023   0.010805202707948061   0.0011135526670534007   0.011287928212790227    0.001191831648165616    0.01603021   0.0016063632   0.017353058   0.0017402784      0.01441646   0.0032044684   0.0076287594   0.005693184       0.08588529          0.009404254   3.6959804128855467     1.6231047488513894   8.519993163645267      6.125044498710068                 nan                     nan                 nan                     nan                 nan                     nan 
