                    id   redshift       galex.NUV  galex.NUV_err          cfht.megacam.u      cfht.megacam.u_err        subaru.suprime.B    subaru.suprime.B_err        subaru.suprime.V    subaru.suprime.V_err        subaru.suprime.r    subaru.suprime.r_err        subaru.suprime.i    subaru.suprime.i_err        subaru.suprime.z    subaru.suprime.z_err           subaru.hsc.y        subaru.hsc.y_err             UKIRT_WFCJ          UKIRT_WFCJ_err          cfht.wircam.H       cfht.wircam.H_err                WFCAM_K             WFCAM_K_err         IRAC1      IRAC1_err         IRAC2      IRAC2_err           IRAC3      IRAC3_err          IRAC4     IRAC4_err  spitzer.mips.24  spitzer.mips.24_err    herschel.pacs.100  herschel.pacs.100_err   herschel.pacs.160  herschel.pacs.160_err  herschel.spire.PSW  herschel.spire.PSW_err  herschel.spire.PMW  herschel.spire.PMW_err  herschel.spire.PLW  herschel.spire.PLW_err 
 FMOS_J095842.7+015513   1.633728   0.00035589523  7.0372334e-05   0.0006412263783123003   7.805876187201555e-05   0.0006733353533005084   7.682630668134189e-05   0.0007499826703130718   9.034132994553939e-05   0.0007874409747336664   9.294964343598156e-05   0.0011909255296327006  0.00013383641997370918   0.0018255444717063252  0.00019686581105325907  0.0023079942395486993   0.0003491871940088666   0.006059611098311841   0.0006176183520783454  0.0072005917778142645   0.0007438564163658776   0.008264033905843302   0.0008422598443309043   0.014479581   0.0014520437   0.018602632    0.001866833      0.02002803    0.003494271    0.054584216   0.008713421       0.71175945          0.071386404    9.265209548175335      1.496777576753597   6.363976746797562      4.699321735952822           2.8491378               1.1794263           1.3645686                1.251276           1.1337533                1.139408 
 FMOS_J095943.0+015412  1.5498204   3.1694803e-05   6.865375e-05   0.0008571391800645756   9.804609811474334e-05   0.0010033585100821505   0.0001100861054564926    0.001036871977845375  0.00011850293414371503   0.0012023666116473045  0.00013152358324025853    0.001692590592150863  0.00017871388848470353   0.0021051678278204223    0.000228569751591738   0.002957477277426606   0.0003962284957243396   0.004548900231157217   0.0004940648445025639   0.006510089972405163   0.0007069977940327714   0.006476523589142008   0.0007667972973253613   0.009160096  0.00091942976   0.010259988   0.0010285996    0.0041384497   0.0023681324    0.003968376  0.0015137948      0.029966462          0.008058117    2.136834431439638      1.240941701701303    9.24333743751049      5.309247646481819                 nan                     nan                 nan                     nan                 nan                     nan 
 FMOS_J095928.6+015613  1.4799814   0.00020189176  4.6319135e-05   0.0016889789948167416   0.0001747576501772493    0.001830259631232318  0.00019139560980157853    0.001985450144828249  0.00021059170303644405   0.0022143094805234897  0.00023101094491925295   0.0026058354108798257   0.0002675358823523612   0.0035414345061066384  0.00036171962838710796   0.004230616994905817   0.0005488886832237112   0.005835387274613058   0.0006007059550992896   0.006398439650914323   0.0006751240075395489   0.005842730243970287   0.0006239679685064272   0.007216015  0.00072904705  0.0075667375   0.0007652081    0.0007801371    0.002266446   0.0016228883  0.0019048443       0.03245724          0.006131238   2.8426432982087135      1.126629868782464  1.3140422524884343      2.088616100421554                 nan                     nan                 nan                     nan                 nan                     nan 
 FMOS_J095908.9+020305  1.4532491    0.0005124587   8.102197e-05    0.002473393705507292  0.00025067793029741184   0.0025961646381589213  0.00026780902623877036   0.0026070624003961913   0.0002719511633363879   0.0029438692407163054  0.00030263318610905743   0.0035019900400995014  0.00035750439258660827   0.0049505983957649985   0.0005006176910774997   0.006302811366945778   0.0006788237231211021   0.007838832086549886   0.0007946112390670931   0.009533962738214344   0.0009728267214261748   0.009200700509062215   0.0009354970790918433    0.01092615   0.0010973694   0.011461077   0.0011515742     0.013125258   0.0036896565   0.0007801371   0.003578543       0.01990931         0.0059866197   5.6985970586538315     1.2964427397065756  12.219253927469254      5.306318170882428                 nan                     nan                 nan                     nan                 nan                     nan 
 FMOS_J095924.1+021236  1.5872226   0.00016548723   7.860764e-05    0.001972964674805559  0.00020252243486267824   0.0021629421034422493    0.000225479452211259   0.0023345197473637644  0.00024576570054895327    0.002568403716982199  0.00026613507971482656     0.00300843364600272   0.0003081947535914173   0.0037375013154548518  0.00038120413166093964   0.005099175272044859   0.0005846744371174598  0.0065255783875455475    0.000664155431210573   0.006697033830598142   0.0006979499482522652   0.006250435982819566   0.0006465343926205512   0.006547305  0.00066424353   0.007456994  0.00075422286      0.00471213   0.0026082227            0.0  0.0033101381       0.02285337         0.0046659745   1.4065231662243605     0.8920086378529601  2.9029876459389925     3.1968051603349883                 nan                     nan                 nan                     nan                 nan                     nan 
 FMOS_J095854.4+015011  1.4451927   9.7707794e-05  7.8358855e-05   0.0016463717654407353   0.0001751593735509543   0.0019326915536834073  0.00020335517850153897   0.0022528760434026656  0.00023966566562609362    0.002856557296098018   0.0002960827444397077    0.004133138655048668   0.0004226455435766375    0.006224581924606951   0.0006296595028244013   0.008297126058258546   0.0008908202159210735   0.010825273594366134   0.0010950240805331895   0.016005411935696642   0.0016197151959236914    0.01755961671383001   0.0017692405641717246   0.024344932   0.0024420556   0.026402988   0.0026453102     0.011175761   0.0022401353    0.007901215  0.0034723412       0.13978127          0.016578745    3.590516047552228      1.284351450107784   3.661425318568945     3.9873357274461787           10.682376               1.6375935           6.7894526               1.7015979           3.3333192               3.3499444 
 FMOS_J095857.1+015218  1.5659702    6.063168e-05   6.053061e-05   0.0007809233672569382   9.231440509634279e-05   0.0010455279477131665  0.00011410282875370542   0.0011211115105014997  0.00012553955131649336   0.0014336608169810974   0.0001534476281051037   0.0019705567084744107  0.00020930681893277498   0.0028297550547867465  0.00029571916821557494   0.003591905292783344   0.0004583253413117114   0.005511910378472078   0.0005681106933368243   0.007760790509035801   0.0008032962674873796   0.008128993587969625   0.0008330584891144472   0.011117123   0.0011144005   0.012779442   0.0012806719   -0.0012531269   0.0023324294   0.0042746775   0.003869495       0.07006568          0.012196082  0.15075838018674403     0.2617123113932051   2.938379067927599        4.1041545341106           3.0543592               1.1158924           2.0226536               1.3400829           1.8338532               1.8429997 
 FMOS_J095949.0+015033  1.6506904   2.1252505e-05  6.1230916e-05    0.000632303090623915   7.780616705268347e-05   0.0008374592441840283   9.292777843247488e-05   0.0008766255236523559  0.00010112663189526548    0.001089132174749055  0.00011840097916870123   0.0015601912624004447  0.00016390660152810452    0.002022466399400052   0.0002143919073775441  0.0031001775749199315  0.00041841959117736916   0.005284738807282458   0.0005621930255678514   0.006757315649359622   0.0007282856992294432   0.006394337502354298    0.000755519314538591   0.009826428   0.0009885185   0.011169838   0.0011227204    0.0073241503   0.0015894757    0.009057037  0.0019393552       0.06614248          0.009013069   4.5592584647238255      1.794906092120348   2.676320495083928      3.399942197757963                 nan                     nan                 nan                     nan                 nan                     nan 
 FMOS_J100028.3+015514  1.5241252   5.4944936e-05  7.2226474e-05   0.0012899547268220082   0.0001333406207959281   0.0014639146102762538   0.0001542612603862453    0.001609935855712574   0.0001722291875768741   0.0018051342850647332  0.00018903686225796082    0.002218245901607055  0.00022839825694196628    0.002963397889519532  0.00030345206102273597   0.004280580338323261   0.0004822043897641413   0.005053513788618939   0.0005226570849520248  0.0065276641817885225   0.0006826934216635859   0.006249119880872248   0.0006484316534542357   0.008476588  0.00085084344   0.008860141   0.0008883796    0.0034090807   0.0027994595            0.0  0.0026257206       0.03704753         0.0063214684   2.5423001497983932     1.0794157414601335   13.92422616481781      4.676190349467421                 nan                     nan                 nan                     nan                 nan                     nan 
 FMOS_J095854.3+020233  1.5312631   0.00012967661  5.2717445e-05   0.0019802280625305447  0.00020526318854463102   0.0020527209976523033  0.00021612595314653943    0.002101419161632817  0.00022607089773933083    0.002289467549744021   0.0002404055689606636     0.00254237413851981   0.0002672864877297675   0.0029394997787044116  0.00030945110177231993   0.004279150703037795   0.0005537893583331294  0.0050652321506836585   0.0005353246142836165   0.006102067761220934    0.000662115748140541   0.004994247953784019   0.0005472161401182521  0.0074681207  0.00075520086  0.0068219774   0.0007129022     0.005493113    0.003038025            0.0  0.0033172811      0.023885155         0.0059602046   0.5988967604935169     0.7647739584611143  2.2940277121961117      3.145368253179746                 nan                     nan                 nan                     nan                 nan                     nan 
 FMOS_J095938.0+015649  1.4628195   0.00021766452   8.015774e-05   0.0014483416538576801   0.0001511232830132468   0.0017948490773416345   0.0001879033194524243   0.0020284802502610667  0.00021527357726733144    0.002470080719268197   0.0002559295445828465   0.0037287862574851816   0.0003790642028271853    0.005125678954434063   0.0005175768909278721   0.007650684505045166   0.0008343596220455701   0.009963091459940144    0.001013224410922158   0.013207262085901502   0.0013474170751824697    0.01537715086269715   0.0015885444115529676   0.022611877    0.002262679   0.025469786    0.002548696      0.01211751   0.0026144453    0.028655231    0.00328272       0.09710961          0.020049576    7.571433670818806     3.2772743289950865   3.615405410528183     4.6605830087185085           21.120731               2.5084453           17.245613               2.8721678           6.0038133               6.0337577 
 FMOS_J095942.1+020806  1.4701312    7.636738e-05   7.126359e-05   0.0013045270904768725  0.00013768556324052848     0.00151267307025834  0.00016139109412970727   0.0016084603197008076  0.00017524875020317486    0.002299488800076316  0.00024016463872383807   0.0034404197357752186  0.00035171150345375513    0.005815947349933957   0.0005867166968825372   0.008860412728603677   0.0009277428332973613   0.013909304714419398   0.0014067977066315575   0.021582136175915815   0.0021790516340288394   0.026132838881845956   0.0026515624743830815   0.037186395   0.0037214938   0.040843137   0.0040895077      0.02746641   0.0032491104     0.01781708  0.0048763137       0.21077578          0.021486217    4.466865211725235      1.137020067078521   19.86658200621605     5.6108704913483916           8.3131485                1.313291           7.5137925               1.7109731           5.6936417                5.722039 
 FMOS_J095950.8+020450  1.5194967   0.00012378852  6.4860724e-05   0.0005092108018189948   6.193108371568403e-05   0.0007447300005099919    8.39455672686283e-05   0.0008921364921593921  0.00010266198913481595   0.0012755849485702243  0.00013724640432232607     0.00191126167408953  0.00019835101752534303    0.002840330688284633   0.0002922194704126819   0.004149444913901186  0.00047523547318885324   0.006592668123594609    0.000680058384933354   0.009947416305912001   0.0010219660561170843   0.011522242176068884    0.001203593102829957   0.017468303   0.0017484804   0.019784853   0.0019812947      0.01271065     0.00193534   0.0073258425   0.003177608       0.10287852           0.01281327   2.0950050093233585     1.8317686831058722  1.3637027004733682     2.1805379977616623           7.2373896               1.3239168           7.3281326               2.2889593           5.7873735                5.816239 
 FMOS_J095948.4+021209  1.6546938   5.9670325e-05   6.609101e-05   0.0015712099186126504   0.0001619864667390234    0.001836747621707853   0.0001922726791314047    0.002048080971623471   0.0002170663075080455   0.0022666921400376788  0.00023548494995057534    0.002910744453207147   0.0002976474777324376    0.003459854027575677  0.00035235062257790137   0.004512013320029521    0.000526824130076365   0.006970308127093669   0.0007228124288234005   0.008652978219569566    0.000909334633357739   0.009233862725043408   0.0010136838477778245    0.01112973   0.0011153205  0.0124478405    0.001249331     0.010284779   0.0022423903            0.0  0.0042928634       0.10215039          0.011199811   1.1345843086019158     1.1431038788541152   5.481386091560125      5.341810451861694           3.6919749               1.2568005           0.8846821               1.0186522           0.6583134               0.6615968 
